class,id,date,query,name,tweet,tweet_fr
0,1467812416,Mon Apr 06 22:20:16 PDT 2009,NO_QUERY,erinx3leannexo,spring break in plain city... it's snowing,break de printemps dans la plaine de la ville... il neige
0,1467812579,Mon Apr 06 22:20:17 PDT 2009,NO_QUERY,pardonlauren,I just re-pierced my ears,J'ai juste refait mes oreilles.
0,1467812723,Mon Apr 06 22:20:19 PDT 2009,NO_QUERY,TLeC,I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .,Je ne pouvais pas supporter de le regarder et je pensais que la perte de l'UA était embarrassante . . . . .
0,1467812771,Mon Apr 06 22:20:19 PDT 2009,NO_QUERY,robrobbierobert,"It it counts, idk why I did either. you never talk to me anymore","C'est important, si j'ai fait ça non plus. Tu ne me parles plus jamais."
0,1467812784,Mon Apr 06 22:20:20 PDT 2009,NO_QUERY,bayofwolves,"i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.","J'aurais été le premier, mais je n'avais pas d'arme. Pas vraiment, Zac Snyder n'est qu'un crétin."
0,1467812799,Mon Apr 06 22:20:20 PDT 2009,NO_QUERY,HairByJess,I wish I got to watch it with you!! I miss you and   how was the premiere?!,J'aimerais pouvoir le regarder avec toi!! Tu me manques et comment était la première?!
0,1467812964,Mon Apr 06 22:20:22 PDT 2009,NO_QUERY,lovesongwriter,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?,La scène de la mort de Hollis me fera du mal de regarder sur le film. Les réalisateurs ne sont pas coupés maintenant ?
0,1467813137,Mon Apr 06 22:20:25 PDT 2009,NO_QUERY,armotley,about to file taxes,sur le point de produire des taxes
0,1467813579,Mon Apr 06 22:20:31 PDT 2009,NO_QUERY,starkissed,ahh ive always wanted to see rent  love the soundtrack!!,ahh ive a toujours voulu voir louer l'amour de la bande son!!
0,1467813782,Mon Apr 06 22:20:34 PDT 2009,NO_QUERY,gi_gi_bee,Oh dear. Were you drinking out of the forgotten table drinks?,Tu buvais dans les boissons oubliées ?
0,1467813985,Mon Apr 06 22:20:37 PDT 2009,NO_QUERY,quanvu,i was out most of the day so didn't get much done,"J'étais dehors la plupart du temps, alors je n'ai pas fait grand-chose."
0,1467813992,Mon Apr 06 22:20:38 PDT 2009,NO_QUERY,swinspeedx,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh*","Un de mes amis m'a appelé, et m'a demandé de la rencontrer à Mid Valley aujourd'hui... mais je n'ai pas le temps *soupir*"
0,1467814119,Mon Apr 06 22:20:40 PDT 2009,NO_QUERY,cooliodoc,I baked you a cake but I ated it,Je t'ai fait un gâteau mais je l'ai mangé.
0,1467814180,Mon Apr 06 22:20:40 PDT 2009,NO_QUERY,viJILLante,this week is not going as i had hoped,cette semaine ne va pas comme je l'avais espéré
0,1467814192,Mon Apr 06 22:20:41 PDT 2009,NO_QUERY,Ljelli3166,blagh class at 8 tomorrow,Cours de blagh à 8 heures demain
0,1467814438,Mon Apr 06 22:20:44 PDT 2009,NO_QUERY,ChicagoCubbie,I hate when I have to call and wake people up,Je déteste quand je dois appeler et réveiller les gens
0,1467814783,Mon Apr 06 22:20:50 PDT 2009,NO_QUERY,KatieAngell,Just going to cry myself to sleep after watching Marley and Me.,Je vais me pleurer pour dormir après avoir regardé Marley et moi.
0,1467814883,Mon Apr 06 22:20:52 PDT 2009,NO_QUERY,gagoo,im sad now  Miss.Lilly,"Je suis triste, Mlle Lilly."
0,1467815199,Mon Apr 06 22:20:56 PDT 2009,NO_QUERY,abel209,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again,Ooooh... LOL que Leslie... et ok je ne le referai plus pour que Leslie ne se fâche plus
0,1467815753,Mon Apr 06 22:21:04 PDT 2009,NO_QUERY,BaptisteTheFool,Meh... Almost Lover is the exception... this track gets me depressed every time.,Presque Lover est l'exception... cette piste me fait déprimer à chaque fois.
0,1467815923,Mon Apr 06 22:21:07 PDT 2009,NO_QUERY,fatkat309,some1 hacked my account on aim  now i have to make a new one,Some1 a piraté mon compte sur le but maintenant je dois en faire un nouveau
0,1467815924,Mon Apr 06 22:21:07 PDT 2009,NO_QUERY,EmCDL,I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though,Je veux aller promouvoir GEAR AND GROOVE mais malheureusement pas de promenade là-bas je pourrais aller à celui d'Anaheim en mai si
0,1467815988,Mon Apr 06 22:21:09 PDT 2009,NO_QUERY,merisssa,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon!,Je pensais que dormir était une option demain mais je me rendais compte que ce n'est pas maintenant. évaluations le matin et travail dans l'après-midi!
0,1467816149,Mon Apr 06 22:21:11 PDT 2009,NO_QUERY,Pbearfox,awe i love you too!!!! 1 am here  i miss you,Je t'aime aussi !!!! 1 mm ici tu me manques
0,1467816665,Mon Apr 06 22:21:21 PDT 2009,NO_QUERY,jsoo,I cry my asian eyes to sleep at night,Je pleure mes yeux asiatiques pour dormir la nuit
0,1467816749,Mon Apr 06 22:21:20 PDT 2009,NO_QUERY,scarletletterm,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now,"Ok, je suis malade et j'ai passé une heure assis sous la douche parce que j'étais trop malade pour tenir debout et retenir le vomi comme un champion."
0,1467817225,Mon Apr 06 22:21:27 PDT 2009,NO_QUERY,crosland_12,ill tell ya the story later  not a good day and ill be workin for like three more hours...,mal vous raconter l'histoire plus tard pas une bonne journée et mal travailler pendant trois heures de plus...
0,1467817374,Mon Apr 06 22:21:30 PDT 2009,NO_QUERY,ajaxpro,sorry! bed time came here (GMT+1),Désolé! l'heure du lit est venue ici (GMT+1)
0,1467817502,Mon Apr 06 22:21:32 PDT 2009,NO_QUERY,Tmttq86,I don't either. Its depressing. I don't think I even want to know about the kids in suitcases.,"Moi non plus, c'est déprimant, je ne veux même pas connaître les enfants dans les valises."
0,1467818007,Mon Apr 06 22:21:39 PDT 2009,NO_QUERY,Anthony_Nguyen,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend,Lit. Classe 8-12. Travail 12-3. Gym 3-5 ou 6. Puis classe 6-10. Un autre jour qui va passer. Ma petite amie me manque
0,1467818020,Mon Apr 06 22:21:39 PDT 2009,NO_QUERY,itsanimesh,really don't feel like getting up today... but got to study to for tomorrows practical exam...,Je n'ai vraiment pas envie de me lever aujourd'hui... mais d'étudier pour l'examen pratique de demain...
0,1467818481,Mon Apr 06 22:21:46 PDT 2009,NO_QUERY,lionslamb,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart,Il est la raison pour laquelle les gouttes de larme sur ma guitare le seul qui a assez de moi pour me briser le cœur
0,1467818603,Mon Apr 06 22:21:49 PDT 2009,NO_QUERY,kennypham,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!","Je ne sais pas pourquoi, mais je déteste ce sentiment que je veux dormir et je ne peux toujours pas !"
0,1467818900,Mon Apr 06 22:21:53 PDT 2009,NO_QUERY,DdubsShellBell,Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it,Awww j'aimerais être là pour vous voir enfin à l'aise! Je suis triste de l'avoir manqué
0,1467819022,Mon Apr 06 22:21:56 PDT 2009,NO_QUERY,hpfangirl94,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.,Je viens d'apprendre que le corps de cette fille de Tracy a été retrouvé.
0,1467819650,Mon Apr 06 22:22:05 PDT 2009,NO_QUERY,antzpantz,Yay! I'm happy for you with your job! But that also means less time for me and you...,"Je suis content pour toi avec ton boulot, mais ça veut aussi dire moins de temps pour toi et moi..."
0,1467819712,Mon Apr 06 22:22:06 PDT 2009,NO_QUERY,labrt2004,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?","J'ai juste vérifié ma timeline utilisateur sur mon blackberry, il semble que le twanking est toujours en cours Ppl ont toujours des problèmes avec BGs et UIDs?"
0,1467819812,Mon Apr 06 22:22:07 PDT 2009,NO_QUERY,IrisJumbe,Oh man...was ironing 's fave top to wear to a meeting. Burnt it,Oh mec... était le top fave de repassage à porter à une réunion.
0,1467820206,Mon Apr 06 22:22:13 PDT 2009,NO_QUERY,peacoats,is strangely sad about LiLo and SamRo breaking up.,C'est étrangement triste que Lilo et SamRo se séparent.
0,1467820835,Mon Apr 06 22:22:25 PDT 2009,NO_QUERY,cyantist,oh! i'm so sorry  i didn't think about that before retweeting.,Je suis désolée de n'avoir pas pensé à ça avant de retweeter.
0,1467820863,Mon Apr 06 22:22:23 PDT 2009,NO_QUERY,tautao,Broadband plan 'a massive broken promise'  via www.diigo.com/~tautao Still waiting for broadband we are,Plan à large bande 'une promesse massive brisée' via www.diigo.com/~tautao En attente du haut débit nous sommes
0,1467820906,Mon Apr 06 22:22:24 PDT 2009,NO_QUERY,voyage2k,"Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot.","Wow, des tonnes de réponses de vous, peut-être qu'il faut ne pas suivre pour que je puisse voir les tweets de mes amis, vous faites défiler le flux beaucoup."
0,1467821085,Mon Apr 06 22:22:26 PDT 2009,NO_QUERY,crzy_cdn_bulas,our duck and chicken are taking wayyy too long to hatch,notre canard et notre poulet prennent trop de temps pour éclore
0,1467821338,Mon Apr 06 22:22:30 PDT 2009,NO_QUERY,justnetgirl,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site.","Mettez des photos de vacances en ligne il y a quelques années. PC s'est écrasé, et maintenant j'oublie le nom du site."
0,1467821455,Mon Apr 06 22:22:32 PDT 2009,NO_QUERY,CiaraRenee,I need a hug,J'ai besoin d'un câlin
0,1467821715,Mon Apr 06 22:22:37 PDT 2009,NO_QUERY,deelau,"Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy!","Pas sûr de ce qu'ils sont, seulement qu'ils sont PoS! Autant que je veux, je ne pense pas pouvoir échanger les actifs de l'entreprise désolé Andy!"
0,1467822384,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,Lindsey0920,I hate when that happens...,Je déteste quand ça arrive...
0,1467822389,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,HybridMink,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm","J'ai le sentiment triste que Dallas ne va pas se montrer, mais je dois dire, vous penseriez que d'autres spectacles utiliseraient de la musique du jeu."
0,1467822519,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,gzacher,Ugh....92 degrees tomorrow,Ugh....92 degrés demain
0,1467822522,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,Jenn_L,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,Où est-ce que tu as déménagé ? Je pensais que tu étais déjà au sd. ?? Hmmm. Random u m'a trouvé.
0,1467822687,Mon Apr 06 22:22:52 PDT 2009,NO_QUERY,xVivaLaJuicyx,"I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?","Mon ps3, c'est hors de commission Wutcha jouer? Avez-vous coché 'Blood On The Sand'?"
0,1467822918,Mon Apr 06 22:22:55 PDT 2009,NO_QUERY,krbleyle,just leaving the parking lot of work!,Je quitte juste le parking du travail !
0,1467823437,Mon Apr 06 22:23:03 PDT 2009,NO_QUERY,xpika,The Life is cool. But not for Me.,"La vie est cool, mais pas pour moi."
0,1467823770,Mon Apr 06 22:23:08 PDT 2009,NO_QUERY,Henkuyinepu,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will.","Malheureusement, je n'ai jamais eu l'expérience de la cigarette post-coïtus, et maintenant je ne le ferai jamais."
0,1467823851,Mon Apr 06 22:23:09 PDT 2009,NO_QUERY,ericg622,I had such a nice day. Too bad the rain comes in tomorrow at 5am,J'ai passé une si belle journée. Dommage que la pluie arrive demain à 5h du matin.
0,1467824199,Mon Apr 06 22:23:15 PDT 2009,NO_QUERY,adri_mane,too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks,"Dommage que je ne sois pas là, j'ai perdu mon travail et je ne peux même pas payer ma facture de téléphone."
0,1467824664,Mon Apr 06 22:23:23 PDT 2009,NO_QUERY,a_mariepyt,Damm back to school tomorrow,Damm retourne à l'école demain.
0,1467824967,Mon Apr 06 22:23:28 PDT 2009,NO_QUERY,playboybacon,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?","Les boulots de Mo, pas d'argent. Comment ça se passe ici 4 f'n palourdes à l'heure ?"
0,1467825003,Mon Apr 06 22:23:28 PDT 2009,NO_QUERY,leslierosales,Not forever... See you soon!,Pas pour toujours... à bientôt !
0,1467825084,Mon Apr 06 22:23:30 PDT 2009,NO_QUERY,PresidentSnow,"agreed, I saw the failwhale allllll day today.","Je suis d'accord, j'ai vu le fallwhale allll de jour aujourd'hui."
0,1467825411,Mon Apr 06 22:23:35 PDT 2009,NO_QUERY,michrod,Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!,"Oh! Haha... mec, je ne les regarde pas vraiment à moins que quelqu'un te dise que je t'aie aidée."
0,1467825642,Mon Apr 06 22:23:39 PDT 2009,NO_QUERY,timmelko,I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!,Je suis sûr que tu as raison... j'ai besoin de commencer à travailler avec toi et le Nikster... ou au moins Jared !
0,1467825863,Mon Apr 06 22:23:43 PDT 2009,NO_QUERY,BrookeAmanda,i really hate how people diss my bands!  Trace is clearly NOT ugly!,Je déteste vraiment comment les gens diss mes groupes! Trace n'est clairement PAS moche!
0,1467825883,Mon Apr 06 22:23:43 PDT 2009,NO_QUERY,deelau,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.","Le costume de gym aujourd'hui était: Puma singlet, Adidas short...... et chaussettes noires d'affaires et chaussures en cuir Lucky n'a pas rencontré de filles mignonnes."
0,1467826052,Mon Apr 06 22:23:45 PDT 2009,NO_QUERY,paulseverio,Why won't you show my location?!,Pourquoi ne me montrez-vous pas ?!
0,1467833672,Mon Apr 06 22:25:44 PDT 2009,NO_QUERY,iv3tte,No picnic  my phone smells like citrus.,Pas de pique-nique mon téléphone sent les agrumes.
0,1467833690,Mon Apr 06 22:25:44 PDT 2009,NO_QUERY,fedunska,"My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol.","Mon âne est sensible à de tels commentaires. Néanmoins, il (et moi) serait heureux de voir votre mug asap. Charger est toujours à l'aise."
0,1467833736,Mon Apr 06 22:25:45 PDT 2009,NO_QUERY,MagicalMason,No new csi tonight.  FML,Pas de nouveau csi ce soir.
0,1467833799,Mon Apr 06 22:25:46 PDT 2009,NO_QUERY,kaelaaa,i think my arms are sore from tennis,Je pense que mes bras sont endoloris par le tennis
0,1467834001,Mon Apr 06 22:25:49 PDT 2009,NO_QUERY,emo_holic,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed .,se demande pourquoi quelqu'un qui aime tellement peut vous rendre si malheureux dans un seccond divisé . déprimé .
0,1467834053,Mon Apr 06 22:25:52 PDT 2009,NO_QUERY,thelazyboy,sleep soon... i just hate saying bye and see you tomorrow for the night.,Dormir bientôt... je déteste dire au revoir et te voir demain pour la nuit.
0,1467834227,Mon Apr 06 22:25:53 PDT 2009,NO_QUERY,driveaway2008,"just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine","Je viens d'avoir la newsletter ur, ces tarifs sont vraiment incroyables, honte que j'ai déjà réservé et payé pour le mien"
0,1467834239,Mon Apr 06 22:25:53 PDT 2009,NO_QUERY,mscha,missin' the boo,J'ai raté le coup.
0,1467834265,Mon Apr 06 22:25:54 PDT 2009,NO_QUERY,mike_webster_au,Me too  #itm,Moi aussi #itm
0,1467834284,Mon Apr 06 22:25:54 PDT 2009,NO_QUERY,basiabeans,Damn... I don't have any chalk! MY CHALKBOARD IS USELESS,Je n'ai pas de craie !
0,1467834400,Mon Apr 06 22:25:56 PDT 2009,NO_QUERY,calihonda2001,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too","J'ai eu une explosion à la Villa Getty, mais je déteste qu'elle ait mal à la gorge toute la journée."
0,1467834817,Mon Apr 06 22:26:02 PDT 2009,NO_QUERY,djwayneski,hey missed ya at the meeting  sup mama,"Tu m'as manqué à la réunion, maman."
0,1467835085,Mon Apr 06 22:26:06 PDT 2009,NO_QUERY,Ceejison,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!","Mon ventre me fait mal. Je me demande si l'hypnose a quelque chose à voir avec ça ? Si c'est le cas, ça marche, j'ai compris, STOP SMOKING!!!"
0,1467835198,Mon Apr 06 22:26:08 PDT 2009,NO_QUERY,ItsBrigittaYo,why is it always the fat ones?!,Pourquoi est-ce toujours les gros?!
0,1467835305,Mon Apr 06 22:26:10 PDT 2009,NO_QUERY,MissLaura317,"Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*","Désolé, bébé!! Ma famille m'ennuie aussi. Heureusement, ils dorment en ce moment. Muahaha."
0,1467835345,Mon Apr 06 22:26:10 PDT 2009,NO_QUERY,RU_it_girl,I should have paid more attention when we covered photoshop in my webpage design class in undergrad,J'aurais dû faire plus attention lorsque nous avons couvert photoshop dans ma classe de conception de page Web en sous-grade
0,1467835577,Mon Apr 06 22:26:14 PDT 2009,NO_QUERY,viviana09,wednesday my b-day! don't know what 2 do!!,mercredi mon b-day! Je ne sais pas ce que 2 font!!
0,1467835880,Mon Apr 06 22:26:18 PDT 2009,NO_QUERY,disneyfan4eva,Poor cameron (the hills),Pauvre Caméron (les collines)
0,1467836024,Mon Apr 06 22:26:21 PDT 2009,NO_QUERY,RoseMaryK,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache","priez pour moi s'il vous plaît, l'ex menace de commencer sh** à mes / nos bébés 1er anniversaire fête. quel crétin. et j'ai encore un mal de tête"
0,1467836111,Mon Apr 06 22:26:22 PDT 2009,NO_QUERY,perrohunter,"hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike","Hmm , est-ce que vous aimez vraiment être avec lui ? si les problèmes sont trop constants u devrait penser les choses plus , trouver quelqu'un d'utile"
0,1467836448,Mon Apr 06 22:26:27 PDT 2009,NO_QUERY,Dogbook,Strider is a sick little puppy,Strider est un petit chiot malade
0,1467836500,Mon Apr 06 22:26:28 PDT 2009,NO_QUERY,natalieantipas,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....","Alors rylee, grace...wana va steve's party ou pas?? tristement depuis que j'ai eu deux ans, mais..."
0,1467836576,Mon Apr 06 22:26:29 PDT 2009,NO_QUERY,timdonnelly,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money","Hé, j'ai gagné un de mes pools! Dommage que ce n'était pas celui pour l'argent."
0,1467836583,Mon Apr 06 22:26:29 PDT 2009,NO_QUERY,homeworld,"YOU don't follow me, either  and i work for you!","Tu ne me suis pas non plus, et je travaille pour toi !"
0,1467836859,Mon Apr 06 22:26:33 PDT 2009,NO_QUERY,willy_chaz,A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.,Une mauvaise nite pour les équipes favorites : Astros et Spartans perdent. La nite avec T.W. était bonne.
0,1467836873,Mon Apr 06 22:26:33 PDT 2009,NO_QUERY,LeakySpoon,Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl ..,Fille trouvée: la police a trouvé les restes d'une fille disparue de Californie du Nord ..
0,1467837189,Mon Apr 06 22:26:38 PDT 2009,NO_QUERY,cityrat59,"I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours....","J'espère qu'ils augmenteront la capacité rapidement, hier a été une telle douleur. J'ai obtenu la baleine de l'échec +15 fois en 2 heures..."
0,1467837384,Mon Apr 06 22:26:42 PDT 2009,NO_QUERY,kenandise,Behind on my classes for work,Derrière mes cours pour le travail
0,1467837470,Mon Apr 06 22:26:43 PDT 2009,NO_QUERY,annette414,watching &quot;House&quot;,regarder &quot;Maison &quot;
0,1467837579,Mon Apr 06 22:26:45 PDT 2009,NO_QUERY,blackheartbunny,Remember my bum leg? Strikes back this time its serious,Tu te souviens de ma jambe de con ?
0,1467837602,Mon Apr 06 22:26:45 PDT 2009,NO_QUERY,GetGary,"cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls","cool, je vais. leurs sont toutes sortes de plaintes au sujet de cet ordinateur portable en ligne sur la surchauffe, mais aucun rappel"
0,1467837762,Mon Apr 06 22:26:48 PDT 2009,NO_QUERY,Dogbook,Emily will be glad when Mommy is done training at her new job. She misses her.,Emily sera heureuse quand maman aura fini de s'entraîner à son nouveau boulot.
0,1467837819,Mon Apr 06 22:26:49 PDT 2009,NO_QUERY,SimoniNicole,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?,préférerait que la première partie envoie de mauvais messages que la 3ème partie envoie des mixte année Sophmore tout à nouveau?
0,1467837888,Mon Apr 06 22:26:52 PDT 2009,NO_QUERY,wireandroses,it's overrated,C'est surfait.
0,1467838188,Mon Apr 06 22:26:54 PDT 2009,NO_QUERY,jess_higley,i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times,Je l'ai entendu cet après-midi et je me suis demandé la même chose.
0,1467838189,Mon Apr 06 22:26:54 PDT 2009,NO_QUERY,missannabanana,laying in bed with no voice..,couché dans le lit sans voix..
0,1467838362,Mon Apr 06 22:26:57 PDT 2009,NO_QUERY,Zella17,I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy,Je suis triste !!! ils ont tué Kutner sur Houseyyyyyyyyyy
0,1467838419,Mon Apr 06 22:27:00 PDT 2009,NO_QUERY,polarna10,Sorry  tell them mea culpa from me and that I really am sorry.,Désolé de leur dire que je suis vraiment désolé.
0,1467838433,Mon Apr 06 22:26:58 PDT 2009,NO_QUERY,megan_rice,"it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened.","Ça n'avait aucun sens pour moi, le suicide, je refuse de croire que c'est ce qui s'est passé."
0,1467838630,Mon Apr 06 22:27:02 PDT 2009,NO_QUERY,ashleyirvin,hope your ok.,Espérons que ça ira.
0,1467839007,Mon Apr 06 22:27:08 PDT 2009,NO_QUERY,eyezup,Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love,Merde ! La mouture est inspirante et attristée en même temps. Ne veux pas que tu arrêtes parce que j'aime ce que tu fais ! Beaucoup d'amour
0,1467839405,Mon Apr 06 22:27:15 PDT 2009,NO_QUERY,Jonas_Dreamgirl,yeah aw but i know i wudnt stand a chance,"Oui, mais je sais que j'ai une chance."
0,1467839450,Mon Apr 06 22:27:16 PDT 2009,NO_QUERY,BreannaBonana,ugh. cant sleep. its 1:30am.,Je ne peux pas dormir. C'est à 1h30 du matin.
0,1467839477,Mon Apr 06 22:27:16 PDT 2009,NO_QUERY,becklyn13,Hanging in Crooners. Wanna sing. Can't. Sucks.,"Je ne peux pas, je ne peux pas, je ne peux pas."
0,1467839586,Mon Apr 06 22:27:18 PDT 2009,NO_QUERY,sonyolmos,aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!!,Tu me manques tous aussi.. im partir à BH demain &quot;morning&quot; je pense.. Aww je veux aller à la plage w u filles!!
0,1467839737,Mon Apr 06 22:27:21 PDT 2009,NO_QUERY,JenBah,Is pissed off that there's no ASBA's for a radio station.,Il est énervé qu'il n'y ait pas d'ASBA pour une station de radio.
0,1467839816,Mon Apr 06 22:27:22 PDT 2009,NO_QUERY,viviana09,wednesday my b-day n don't know what 2 do!,mercredi mon b-day n ne sait pas ce que 2 font!
0,1467840016,Mon Apr 06 22:27:25 PDT 2009,NO_QUERY,BustaBusta,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good.,Je sais que ma vie a été renversée quand j'ai pensé dans ma tête qu'un Ramen avait l'air bien.
0,1467840386,Mon Apr 06 22:27:31 PDT 2009,NO_QUERY,MadameCrow,I am in pain. My back and sides hurt. Not to mention crying is made of fail.,"J'ai mal au dos et aux côtés, sans parler de pleurer est un échec."
0,1467840552,Mon Apr 06 22:27:34 PDT 2009,NO_QUERY,weefranniev,"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick...","Snacking tard la nuit, verre de JO b/c Je suis &quot; en bas avec la maladie &quot;, puis de retour au sommeil ... ugh je déteste devenir malade ..."
0,1467840629,Mon Apr 06 22:27:35 PDT 2009,NO_QUERY,ikimmyy,but.. but.. but.. I'm not a big fan on camilla belle,Mais je ne suis pas un grand fan de camilla belle
0,1467841189,Mon Apr 06 22:27:45 PDT 2009,NO_QUERY,yolie81,"WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine","WAH Je ne peux pas voir de clip, doit être el-stupido filtres de travail. Je ne peux pas attendre jusqu'à ce que j'ai un 'puter. Quelque chose d'autre 2 blâme ex 4. Il a cassé le mien"
0,1467841204,Mon Apr 06 22:27:45 PDT 2009,NO_QUERY,spacks,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done,Cette semaine semble juste devenir de plus en plus long en termes de combien je dois faire.. et combien je vais vraiment faire
0,1467841832,Mon Apr 06 22:27:55 PDT 2009,NO_QUERY,bgoers,I'm so cold,J'ai tellement froid.
0,1467841885,Mon Apr 06 22:27:56 PDT 2009,NO_QUERY,MissPassion,Ehhh don't. Weather's gonna take a turn for the ugly tomorrow,Le temps va prendre un tour pour le mauvais demain.
